age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,0,207400,9,1,3,3,1,1,0,0,40,0,0
35,0,187089,11,0,2,3,0,1,0,0,42,0,1
46,2,398986,16,0,0,3,0,1,0,1902,52,0,1
38,0,238980,10,0,3,0,0,0,0,0,40,0,0
49,3,407495,9,3,3,1,0,0,0,0,70,0,0
35,0,183800,13,0,3,0,0,0,0,0,40,0,1
61,3,226989,9,2,3,1,0,0,4865,0,40,0,0
45,0,287190,12,2,3,3,1,0,0,0,35,0,0
31,0,111363,13,1,2,1,0,0,0,0,40,0,0
52,3,260938,10,0,2,0,0,0,0,0,60,0,1
20,0,183594,10,1,3,2,0,0,0,0,50,0,0
64,3,49194,7,0,3,0,0,0,0,0,30,0,0
20,3,117618,10,1,3,2,0,0,0,0,40,0,0
24,0,172496,14,1,3,1,0,0,0,0,50,0,0
29,0,389713,11,0,1,0,0,0,0,0,40,0,1
23,0,174413,13,1,2,1,0,1,0,0,40,0,0
34,3,189843,9,0,3,0,0,0,0,0,40,0,0
54,0,198546,14,3,3,3,0,1,0,0,38,0,0
21,0,82497,10,1,3,1,0,1,0,0,30,0,0
23,0,193090,13,1,3,2,0,1,0,0,30,0,0
79,0,172220,4,3,3,1,0,1,2964,0,30,0,0
55,0,208451,14,0,2,0,0,0,0,0,40,0,1
42,3,234277,9,3,3,1,0,0,0,0,35,0,0
60,0,163729,9,2,3,3,0,1,2597,0,40,0,0
37,0,434097,12,2,1,1,1,0,0,0,40,0,0
47,0,192053,9,2,3,1,0,0,0,1590,40,0,0
20,3,178628,10,1,3,2,0,0,0,0,40,0,0
53,0,96827,13,1,3,1,0,0,0,0,40,3,0
34,0,154667,9,0,3,3,0,1,0,0,40,0,0
43,0,160246,10,2,0,3,1,1,0,0,40,0,0
24,1,166036,10,0,3,0,0,0,0,0,60,0,0
23,0,186813,9,1,3,2,3,0,0,0,40,0,0
29,0,162312,11,1,3,1,3,0,0,0,40,0,0
58,0,183893,10,2,3,3,1,1,0,0,40,0,0
55,3,270228,12,0,3,0,1,0,7688,0,40,0,1
40,0,111829,14,1,3,2,0,1,0,0,40,0,0
43,3,175669,10,0,3,3,0,1,0,0,40,0,0
25,3,104097,14,1,2,1,0,0,0,0,40,0,0
23,2,117618,13,1,0,2,0,0,0,0,24,0,0
34,3,202450,9,0,1,0,0,0,0,0,50,0,0
26,0,109570,10,3,3,3,0,1,0,0,35,0,0
60,0,101096,16,1,0,1,0,1,0,0,65,0,1
39,0,236391,9,0,3,0,0,0,0,0,50,0,1
21,0,136975,9,1,3,2,0,0,0,0,40,0,0
45,0,167523,9,0,3,0,0,0,0,2179,45,0,0
33,0,240979,10,1,2,1,0,0,0,0,40,0,0
26,0,248612,13,1,2,1,0,0,0,0,70,0,1
39,0,151023,10,2,3,3,0,1,114,0,45,0,0
29,0,236436,12,1,0,1,0,1,8614,0,40,0,1
29,3,153167,10,1,3,2,1,1,0,0,40,0,0
52,0,61735,7,0,3,0,0,0,0,0,40,0,0
34,0,243165,13,0,3,0,0,0,0,0,30,0,1
24,0,388885,9,1,3,1,0,0,0,0,48,0,0
77,3,84979,16,0,3,0,0,0,20051,0,40,0,1
34,1,87209,14,0,3,0,0,0,0,0,60,0,0
53,1,168539,5,0,3,0,0,0,0,0,70,0,0
31,0,179013,9,3,1,1,1,0,0,0,40,0,0
58,0,196643,9,2,3,1,0,1,0,0,15,0,0
50,1,68898,14,0,3,0,0,0,7688,0,55,0,1
32,0,156464,9,0,1,0,0,0,0,0,40,0,0
57,0,35884,9,2,3,1,0,1,0,0,40,0,0
32,0,182714,9,1,3,1,0,1,0,0,45,0,0
77,0,344425,5,0,3,3,1,1,0,0,10,0,0
37,1,177277,10,1,1,1,0,0,0,0,40,0,0
51,0,70767,9,0,3,3,0,1,0,0,40,0,0
33,1,520078,12,2,3,3,1,0,0,0,60,0,0
53,2,321770,9,3,3,3,0,1,0,0,35,0,0
32,0,158416,9,2,3,1,0,0,0,0,50,0,0
30,0,312667,10,0,1,0,0,0,0,0,40,0,0
19,0,208656,10,1,3,2,0,1,594,0,20,0,0
33,0,31481,13,3,3,3,0,1,0,0,24,0,0
31,0,259531,11,1,3,1,0,1,0,0,40,0,0
28,0,186239,10,1,3,3,1,1,0,0,40,0,0
19,0,162954,8,1,3,2,0,1,0,0,20,0,0
27,0,249315,9,0,3,0,0,0,0,0,60,0,0
21,0,308237,3,0,3,0,0,0,0,0,40,1,0
24,0,103064,13,1,0,1,0,1,0,0,40,0,0
46,0,185847,9,2,3,1,0,0,0,0,54,0,0
31,0,168521,13,1,2,1,0,1,0,0,40,0,0
60,0,198170,10,0,3,0,0,0,0,0,40,0,1
21,0,353628,6,3,3,3,1,1,0,0,38,0,0
38,3,273285,7,1,3,1,0,1,0,0,32,0,0
31,0,272069,11,2,3,1,0,0,0,0,40,0,0
26,0,22328,13,0,3,0,0,0,0,0,40,0,1
46,0,309212,9,2,3,1,0,1,0,0,25,0,0
25,3,148888,9,0,2,0,0,0,0,0,60,0,1
23,2,324637,10,1,3,1,0,0,0,0,30,0,0
53,3,55139,14,0,2,0,0,0,0,0,40,0,1
42,3,212206,14,0,3,3,0,1,0,1887,48,0,1
29,0,119004,9,0,3,3,0,1,0,2179,40,0,0
45,0,252079,10,0,0,0,0,0,0,0,50,0,1
70,0,315868,13,2,3,1,0,0,0,0,40,0,0
55,3,392325,13,0,3,0,0,0,99999,0,60,0,1
40,3,174283,16,0,0,0,0,0,0,1887,50,0,1
17,0,126832,6,1,3,2,0,0,0,0,30,0,0
18,0,126071,9,1,1,2,0,0,0,0,40,0,0
34,0,265706,14,1,3,3,0,0,0,0,60,0,1
41,0,282964,10,2,3,1,0,1,0,0,40,0,0
28,0,328518,13,1,3,1,0,0,0,0,40,0,0
23,3,283499,9,1,3,2,0,0,0,0,40,0,0
32,0,286675,10,1,2,3,0,0,0,0,40,0,0
56,0,136472,4,0,3,0,1,0,0,0,48,0,0
36,0,132879,9,2,2,3,0,0,0,0,45,0,0
26,0,314798,9,1,3,1,0,0,0,0,50,0,0
62,0,143943,13,3,3,3,0,1,0,0,7,0,0
35,0,134367,12,2,3,3,0,1,0,0,40,0,0
25,2,366796,13,1,0,1,0,1,0,0,40,0,0
28,0,195573,9,0,3,0,0,0,0,0,50,0,0
21,0,33616,10,1,3,2,0,1,0,0,25,0,0
31,0,164190,6,0,3,0,0,0,0,0,40,0,0
23,0,380281,12,1,3,2,0,0,0,0,25,3,0
58,3,190763,13,0,0,0,0,0,0,0,40,0,1
55,2,209535,14,0,0,0,0,0,0,0,40,0,1
54,0,156003,9,0,1,0,0,0,0,0,40,0,0
33,0,55699,9,0,3,0,0,0,3908,0,40,0,0
28,0,183151,7,0,3,0,0,0,7688,0,40,0,1
40,0,198790,7,0,3,0,0,0,0,0,30,0,0
33,1,272359,13,0,3,0,0,0,7298,0,80,0,1
27,0,236481,15,1,0,1,2,0,0,0,10,3,0
55,0,143266,9,2,3,3,0,0,0,0,25,0,0
53,0,192386,9,3,3,3,0,0,0,0,45,0,0
23,0,99543,8,1,3,1,0,0,0,0,46,0,0
66,0,169435,9,3,1,1,0,0,0,0,16,0,0
34,1,34572,11,0,2,0,0,0,0,0,60,0,1
39,0,119272,6,2,3,1,0,0,0,0,40,0,0
21,0,211601,10,1,3,2,1,1,0,0,40,0,0
26,0,154785,10,3,3,2,3,1,0,0,35,0,0
21,0,213041,9,1,3,2,0,1,0,0,40,3,0
59,0,229939,9,0,3,0,0,0,0,0,40,0,0
61,0,175331,6,0,3,0,0,0,0,0,40,0,0
30,0,226443,13,0,3,0,0,0,0,0,50,0,1
22,0,46561,11,0,3,0,0,0,0,0,40,0,0
47,0,161311,9,2,3,3,0,1,0,0,30,0,0
50,0,98215,9,2,3,1,0,0,0,0,40,0,0
67,0,118363,13,2,2,1,0,1,0,2206,5,0,0
59,2,181242,6,0,1,0,0,0,0,0,40,0,0
35,0,356238,12,1,3,1,0,1,0,0,80,0,1
56,1,39380,10,3,3,1,0,1,27828,0,20,0,1
28,0,315287,9,1,3,3,1,0,0,0,40,2,0
34,0,269723,9,2,2,3,0,1,2977,0,50,0,0
63,0,34098,6,3,3,3,0,1,0,0,56,0,0
48,0,50880,10,0,1,0,0,0,0,0,40,3,0
41,3,356934,10,0,0,0,0,0,0,0,44,0,1
26,0,276309,10,1,3,2,1,1,0,0,20,0,0
47,0,175925,6,0,3,0,0,0,0,2179,52,0,0
29,1,164607,11,0,3,0,0,0,0,0,50,0,0
30,0,224462,9,1,3,2,0,0,0,0,40,0,0
19,0,92863,9,1,3,2,0,0,0,0,20,0,0
27,0,179565,13,1,3,1,0,1,0,0,37,0,0
59,1,31137,9,0,3,0,0,0,0,0,70,0,0
19,0,199495,9,1,1,2,0,0,0,0,40,0,0
45,0,175262,5,0,3,0,2,0,0,0,40,3,0
37,0,220585,9,1,3,1,0,0,0,0,40,0,0
44,2,231793,16,3,0,3,0,1,0,0,38,0,0
34,3,191342,13,0,3,0,2,0,0,0,38,0,0
30,0,186420,13,1,3,1,0,1,0,0,35,0,0
30,0,328242,13,0,2,0,2,0,0,0,40,3,1
56,0,279340,7,3,3,1,1,1,0,0,40,0,0
19,0,174478,9,1,3,2,0,1,0,0,40,0,0
37,0,151771,4,0,1,0,0,0,0,0,40,0,0
45,0,145636,14,0,2,0,0,0,0,1977,43,0,1
21,0,120326,10,1,3,2,0,1,0,0,40,0,0
34,1,246439,9,0,3,0,0,0,0,0,45,0,0
27,0,144133,13,0,2,3,0,0,0,0,50,0,0
44,2,145522,14,1,0,1,0,1,0,0,40,0,0
33,0,312055,13,1,2,1,0,0,0,0,40,0,0
32,0,235847,10,1,2,3,0,1,0,0,50,0,0
37,0,187748,10,0,1,0,0,0,0,0,40,0,0
26,0,396482,13,1,3,1,0,1,0,0,48,0,0
49,0,261688,9,0,1,0,0,0,5013,0,60,0,0
20,0,39477,10,1,0,1,0,1,0,0,30,0,0
37,0,143058,10,0,1,0,0,0,0,0,40,0,0
22,0,216867,3,0,1,0,0,0,0,0,48,1,0
44,0,230592,13,1,3,1,0,0,0,0,35,0,0
30,2,40338,9,0,1,0,0,0,0,0,40,0,0
55,2,115457,9,0,3,0,0,0,0,0,40,0,0
36,0,374983,7,0,3,0,0,0,0,0,40,0,0
29,0,285419,8,1,3,1,0,0,0,0,40,0,0
19,3,385901,10,1,3,2,0,0,0,0,22,0,0
45,3,187581,11,0,3,0,0,0,0,0,40,0,0
38,3,299036,13,0,3,0,0,0,0,0,55,0,1
42,0,68729,10,1,1,1,2,0,0,0,40,0,0
27,0,333990,11,1,2,2,0,1,0,0,40,0,0
20,0,117767,10,1,3,2,0,0,0,0,25,0,0
43,0,184378,13,0,0,0,0,0,0,0,35,0,0
21,0,232591,9,1,3,2,0,0,0,0,40,0,0
33,0,143851,13,1,0,1,0,1,0,0,40,0,0
36,1,89622,9,0,1,0,0,0,0,0,80,0,1
34,0,202498,8,0,3,0,0,0,0,0,40,3,0
72,0,268861,4,3,3,1,0,1,0,0,99,2,0
54,0,343242,10,0,2,0,0,0,0,0,44,0,1
30,0,460408,9,0,1,0,0,0,0,0,40,0,1
63,0,205246,9,0,3,0,1,0,0,0,40,0,0
36,0,230329,13,0,2,0,0,0,0,0,50,0,1
25,0,197871,13,1,2,1,0,0,0,0,50,0,0
72,3,201375,12,3,3,1,0,1,0,0,40,0,0
55,0,194290,9,2,1,1,0,0,0,0,40,0,0
44,0,191814,10,0,0,0,0,0,0,0,45,0,1
41,0,95168,9,1,3,3,1,1,0,0,40,0,0
20,3,137876,10,1,3,2,0,0,0,0,40,0,0
47,0,386136,12,0,0,0,0,0,0,0,40,0,1
71,3,108390,10,0,3,0,0,0,3432,0,20,0,0
41,0,152529,13,1,0,1,0,0,0,0,40,0,1
35,0,214891,9,0,3,0,3,0,0,0,40,3,0
18,0,133654,9,1,3,2,0,1,0,0,40,0,0
23,0,147548,9,2,3,3,0,1,0,0,30,0,0
57,0,73051,13,0,2,0,0,0,0,0,40,0,0
56,1,60166,2,1,2,1,3,0,0,0,65,0,0
25,3,454934,10,1,3,2,0,1,0,0,35,0,0
64,3,338355,11,0,3,3,0,1,0,0,15,0,0
35,1,185621,13,1,0,2,0,1,0,0,40,0,0
61,0,101500,11,0,3,0,0,0,0,0,40,0,0
36,3,36397,13,2,0,1,0,1,0,0,55,0,0
18,0,276540,8,1,3,2,1,1,0,0,15,0,0
21,0,293968,10,3,3,2,1,1,0,0,20,0,0
43,3,35523,12,2,3,1,0,1,0,0,35,0,0
32,2,186993,9,0,3,0,0,0,0,0,40,0,0
52,0,232132,8,0,3,0,0,0,0,0,45,0,1
48,0,176917,9,0,1,0,0,0,0,0,55,0,0
40,0,105936,13,2,0,1,0,1,0,0,40,0,0
35,0,105821,9,0,2,0,0,0,5178,0,40,0,1
22,3,34506,10,3,3,3,0,1,0,0,25,0,0
42,0,178074,9,2,3,1,0,1,0,0,40,0,0
60,3,116961,4,3,3,3,0,1,0,0,20,0,0
34,0,191930,10,0,3,0,1,0,0,0,40,0,0
27,0,130807,12,0,3,0,0,0,0,0,40,0,0
47,1,94100,13,1,3,1,0,0,0,0,65,0,0
65,1,144822,5,0,1,0,0,0,0,0,45,0,0
61,3,102191,14,3,2,3,0,1,0,0,99,0,0
18,0,90934,10,1,3,2,0,0,0,0,28,0,0
49,3,296892,9,0,3,0,0,0,0,0,40,3,0
48,0,173243,16,0,0,0,0,0,0,0,45,0,1
26,0,258768,10,1,3,1,1,0,2174,0,75,0,0
30,0,189759,13,1,3,1,0,0,0,0,40,0,0
68,1,69249,9,0,3,0,0,0,0,0,50,0,1
23,0,133061,9,0,3,0,0,0,0,0,80,0,0
65,1,175202,9,0,2,0,0,0,0,0,24,0,0
32,0,27051,13,0,3,0,0,0,0,0,44,0,0
44,0,60414,14,0,2,0,0,0,0,0,40,0,1
48,2,317360,14,0,0,3,0,1,0,0,40,0,1
24,0,258298,11,1,3,1,0,0,0,0,45,0,0
58,0,174040,10,1,3,1,0,0,0,0,40,0,0
32,2,177566,10,3,0,1,0,0,0,0,50,3,0
54,0,162238,14,2,2,1,0,0,0,0,50,0,1
35,0,87556,14,1,0,1,0,0,0,0,45,0,1
35,0,144322,12,2,2,1,0,1,0,0,50,0,0
24,0,190015,9,1,3,2,0,0,0,0,40,0,0
50,0,183173,9,0,0,0,0,0,99999,0,40,0,1
38,1,151322,9,3,1,1,0,0,0,0,40,0,0
57,2,47392,9,0,2,0,0,0,0,0,40,0,1
38,0,107125,10,1,3,1,0,0,0,0,60,0,0
49,0,265295,9,1,1,1,0,0,0,0,40,0,0
25,0,189219,13,1,3,2,0,1,0,0,16,0,0
56,0,147989,10,3,3,1,0,0,0,0,40,0,0
32,0,185732,7,2,3,3,0,1,0,0,40,0,0
22,0,153516,13,1,0,1,0,0,0,0,40,0,0
23,3,191910,10,1,3,3,0,0,0,0,40,0,0
33,0,216145,9,0,1,0,0,0,0,0,40,0,0
42,0,202872,10,2,3,3,0,1,0,0,12,0,0
62,1,39630,9,0,3,0,0,0,0,0,48,0,0
24,3,114292,5,1,3,2,0,0,0,0,40,0,0
26,2,206721,13,1,3,2,0,0,0,0,40,0,0
46,0,358585,10,2,1,3,0,0,0,0,40,0,1
33,0,377283,13,3,3,1,0,1,0,0,50,0,1
65,3,76043,9,0,3,0,0,0,0,0,1,0,1
65,3,172949,9,0,3,0,0,0,2414,0,20,0,0
46,0,110171,10,0,1,0,0,0,7688,0,40,0,1
43,2,223861,11,2,2,1,0,1,0,0,40,0,0
43,0,163455,9,0,1,0,0,0,0,0,40,0,1
35,0,183892,6,0,1,0,0,0,0,0,40,0,0
48,0,47022,9,3,3,3,0,1,0,0,48,0,0
55,3,145401,13,0,2,0,0,0,0,0,40,0,1
45,0,387074,11,0,1,0,0,0,0,0,40,0,0
56,0,105363,13,0,2,0,0,0,4508,0,40,0,0
59,3,195467,14,1,2,1,0,0,0,0,40,0,0
56,2,170217,9,0,1,0,0,0,0,0,40,0,0
21,0,156807,9,1,3,2,1,0,0,0,10,0,0
26,0,255193,7,0,2,0,0,0,3411,0,40,0,0
38,0,273640,9,1,3,3,0,1,0,0,40,0,0
27,0,191177,10,1,3,2,0,1,0,0,40,0,0
48,3,184787,4,0,1,0,0,0,0,0,50,0,1
37,3,239409,14,0,0,0,0,0,0,0,60,0,1
63,1,404547,9,0,1,0,0,0,0,0,30,0,0
27,3,23740,9,1,3,1,3,0,0,0,38,0,1
20,0,382153,10,1,3,2,0,0,0,0,25,0,0
26,0,164488,14,0,0,0,0,0,0,1887,40,0,1
21,3,228424,6,1,3,2,1,0,0,0,40,0,0
51,1,168539,12,0,2,0,0,0,0,0,40,0,0
28,0,189530,12,0,0,0,0,0,0,0,40,0,1
39,0,89419,11,2,3,1,3,1,0,0,40,3,0
35,0,224512,14,0,3,0,0,0,0,0,55,0,1
21,3,314645,10,1,3,1,0,1,0,0,43,0,0
65,0,85787,4,0,1,0,0,0,0,0,40,0,0
54,2,279881,11,0,3,0,1,0,0,0,40,0,0
39,0,194287,4,1,3,2,0,0,0,1602,35,0,0
24,0,141040,10,1,3,2,1,1,0,0,40,0,0
36,0,222294,13,1,2,1,2,1,0,0,40,0,0
70,3,410980,10,0,3,0,0,0,0,0,10,0,1
52,0,38795,9,2,1,1,0,0,0,0,40,0,1
64,0,182979,9,0,3,0,0,0,0,0,40,0,0
43,0,223277,10,2,1,1,0,0,0,0,40,0,0
44,0,67065,11,1,3,1,0,0,594,0,25,0,0
47,3,160647,9,3,3,3,0,1,0,0,40,0,0
32,0,45796,8,0,3,0,0,0,0,0,40,0,0
20,0,110597,10,1,3,2,0,1,0,0,30,0,0
33,0,166961,10,1,3,1,0,1,0,0,38,0,0
52,0,318975,9,2,3,3,0,1,0,0,40,3,0
49,0,305657,4,0,3,0,0,0,0,0,40,0,0
31,0,120857,9,0,3,3,0,1,0,0,18,0,0
62,1,158712,9,1,3,3,0,1,0,0,6,0,0
44,0,304530,10,2,1,1,0,0,0,0,55,0,0
28,2,327533,9,0,3,0,0,0,3908,0,40,0,0
68,2,233954,14,3,0,3,1,1,0,0,40,0,1
40,3,26880,10,1,3,3,0,1,0,0,40,0,0
46,0,70754,4,1,3,1,0,0,0,0,50,0,0
22,0,184665,9,1,3,2,0,1,0,0,40,0,0
37,1,245372,13,2,3,1,0,0,0,0,15,0,0
62,0,252668,14,1,0,1,0,0,0,0,70,0,0
37,0,86551,13,0,2,0,0,0,0,0,50,0,1
35,0,241998,9,1,3,1,0,0,4787,0,40,0,1
44,0,106900,9,0,3,0,0,0,0,0,68,0,0
41,0,204235,11,0,3,0,0,0,0,0,40,0,1
36,2,127772,13,2,0,3,0,0,0,0,40,0,0
26,0,117217,13,2,3,1,0,1,0,0,45,0,0
48,3,215389,9,0,3,0,1,0,0,0,40,0,1
21,0,198050,9,1,3,1,0,1,0,0,28,0,0
39,0,173476,15,0,1,0,0,0,7688,0,40,0,1
38,0,217349,11,2,0,1,0,1,14344,0,40,0,1
44,0,377018,11,0,1,0,0,0,0,0,40,0,1
56,0,99894,6,0,3,3,2,1,0,0,30,3,1
25,0,170786,5,1,3,3,0,0,0,0,40,0,0
32,2,250585,13,1,0,1,0,1,0,0,50,0,0
47,0,198769,10,1,3,1,0,1,0,0,40,0,1
26,0,306513,10,1,3,2,0,0,0,0,40,0,0
31,0,178623,13,1,0,1,1,1,14084,0,60,0,1
23,0,109307,11,1,2,2,0,0,0,0,40,0,0
41,3,106982,10,2,0,3,0,1,0,0,40,0,1
55,1,396878,10,0,2,0,1,0,0,0,25,0,0
23,0,344278,10,2,2,3,0,1,0,0,25,0,0
45,0,203653,9,0,3,0,1,0,7298,0,40,0,1
42,2,227890,13,0,2,0,0,0,0,1485,40,0,0
29,0,107812,10,1,0,1,0,0,0,0,15,0,0
48,0,185143,14,0,2,0,0,0,0,0,40,0,0
36,0,143068,10,2,1,3,0,0,0,0,40,0,0
52,3,114758,13,0,3,0,0,0,15024,0,50,0,1
46,0,266337,11,2,1,3,0,0,0,0,40,0,0
34,0,321787,10,1,3,2,0,0,0,0,40,0,0
27,3,21306,12,1,3,1,0,1,0,0,40,3,0
18,0,271935,9,1,3,2,0,1,0,0,40,0,0
18,0,148952,10,1,3,2,0,1,0,0,24,0,0
42,0,196626,4,0,1,0,0,0,0,0,40,0,0
64,3,108082,10,0,3,0,0,0,0,0,40,0,0
36,0,199439,14,0,2,0,0,0,0,0,45,0,1
20,3,304076,7,1,3,2,1,1,0,0,20,0,0
52,3,81436,15,0,3,0,0,0,0,0,40,0,1
44,3,352971,13,0,2,0,0,0,0,0,45,0,1
53,0,375134,10,0,3,0,0,0,0,0,60,0,1
36,0,206521,13,0,3,0,0,0,0,0,60,0,1
27,0,330466,13,1,3,3,2,0,0,0,40,0,0
52,0,208302,9,0,3,0,0,0,0,0,60,0,0
60,1,135285,14,0,0,0,0,0,0,0,40,0,0
41,0,171615,12,0,3,0,0,0,0,0,45,0,1
64,1,149698,15,0,0,0,0,0,0,0,40,0,1
25,0,71351,2,1,3,3,0,0,0,0,25,3,0
63,0,84737,4,0,3,0,2,0,0,0,40,3,0
54,2,375134,11,2,1,1,0,0,0,0,40,0,0
21,0,207103,9,1,3,2,0,0,0,0,40,0,0
27,0,199314,13,1,3,1,0,0,0,0,40,3,0
63,1,289741,14,0,3,0,0,0,41310,0,50,0,0
37,0,240837,9,2,3,1,0,1,0,0,30,0,0
22,0,283499,9,1,3,1,0,0,0,0,35,0,0
54,0,97778,4,0,1,0,0,0,0,0,40,0,0
54,0,21698,6,2,3,3,0,1,0,0,40,0,0
60,2,232618,9,0,3,0,0,0,0,0,40,0,0
19,0,175820,7,1,3,2,0,0,0,0,25,0,0
25,2,63996,9,2,3,1,0,1,0,0,40,0,0
51,2,182985,9,0,3,3,0,1,0,0,40,0,0
47,3,380127,9,1,2,1,0,1,0,0,40,0,0
44,1,111483,6,1,1,2,0,0,0,0,50,0,0
18,3,31008,10,1,3,2,0,1,0,0,30,0,0
57,0,96346,9,3,0,1,0,1,0,0,57,0,0
22,0,317528,10,1,3,2,0,0,0,0,34,0,0
36,3,223020,10,2,3,3,1,1,0,0,20,0,0
33,3,173998,9,0,3,3,0,1,0,1485,38,0,0
39,0,115076,10,0,3,0,0,0,0,0,40,0,0
49,0,133969,16,0,0,0,3,0,0,0,50,0,1
41,0,173858,9,0,3,0,2,0,0,0,40,3,0
35,0,193241,10,0,3,0,0,0,0,0,38,0,0
40,3,50644,12,2,3,3,0,1,1506,0,40,0,0
30,0,178841,13,1,2,1,0,1,0,0,40,0,0
25,0,177017,9,1,3,1,0,0,0,1504,37,0,0
25,0,253267,10,0,3,0,1,0,0,1902,36,0,1
37,0,202027,14,0,3,0,0,0,7688,0,50,0,1
53,1,321865,15,2,0,1,0,0,0,0,60,0,1
34,1,321709,12,1,0,1,0,1,0,0,25,0,0
22,0,166371,9,1,3,3,0,0,0,0,40,2,0
18,0,210574,9,1,3,2,0,1,0,0,20,0,0
52,3,92968,14,0,3,3,0,1,15024,0,40,0,1
45,0,474617,9,2,3,3,1,0,5455,0,40,0,0
19,0,264390,10,1,3,2,0,1,0,2001,40,0,0
33,3,144949,13,0,3,0,0,0,0,0,65,0,0
45,3,90803,10,0,3,0,0,0,0,0,40,0,0
43,3,126701,13,0,2,0,0,0,0,0,35,0,1
40,0,178417,9,0,1,0,0,0,0,0,35,0,0
41,1,197176,13,0,3,0,0,0,0,0,75,0,1
25,0,182227,9,0,1,0,0,0,0,1579,40,0,0
22,0,117606,13,1,3,2,0,1,0,0,32,0,0
52,0,349502,10,1,3,3,0,0,0,0,45,0,0
45,3,81487,10,0,3,0,0,0,0,0,40,3,1
32,3,169583,16,1,0,1,0,1,0,0,70,0,0
26,0,485117,13,1,3,2,0,0,0,0,20,0,0
24,0,35603,10,2,3,1,1,0,0,0,40,0,0
37,0,175390,9,2,3,3,1,1,0,0,40,0,0
49,0,184986,9,2,3,1,0,1,0,0,40,0,0
43,2,174395,14,0,0,0,0,0,0,0,50,0,0
35,0,187711,9,1,3,1,0,0,0,0,40,0,0
37,0,189878,15,0,0,0,0,0,0,0,50,0,1
17,0,224073,7,1,3,2,0,0,0,0,20,0,0
48,0,159726,9,0,3,0,0,0,0,0,55,0,1
40,3,65545,14,2,3,2,0,1,0,0,55,0,0
26,0,456618,10,1,3,2,0,0,2597,0,40,0,0
35,0,202397,13,0,1,0,2,0,0,0,40,3,1
21,0,206681,10,1,3,2,0,1,0,0,15,0,0
54,0,222020,6,2,3,1,0,0,0,0,70,0,0
40,0,137304,13,2,3,1,1,1,0,0,40,0,0
51,0,141645,10,3,2,1,1,1,0,0,40,0,0
60,1,218085,9,0,3,3,1,1,0,0,50,0,0
22,0,52596,10,1,3,2,0,0,0,0,8,0,0
20,0,197997,9,1,3,2,0,0,0,0,40,0,0
21,0,191444,7,1,3,3,0,0,0,0,40,0,0
21,0,40767,10,1,3,1,0,0,0,0,40,0,0
43,0,172577,10,2,3,1,0,1,0,0,44,0,0
36,0,241998,13,0,1,0,0,0,0,0,50,0,1
65,3,215908,9,0,3,0,0,0,0,2174,40,0,1
48,0,212120,9,0,3,0,0,0,0,0,40,0,1
37,0,109133,14,3,2,1,0,0,27828,0,60,3,1
20,0,224424,8,1,3,2,0,0,0,0,40,0,0
41,3,214985,9,2,2,1,0,1,0,0,40,0,0
55,1,147098,5,0,1,0,0,0,0,0,50,0,0
39,2,149833,13,2,0,3,0,1,0,0,40,0,0
41,3,253770,10,0,3,3,0,1,7298,0,40,0,1
80,0,252466,11,0,1,0,0,0,0,0,24,0,0
59,3,132717,6,0,3,0,0,0,0,0,40,0,0
52,0,138944,7,0,1,0,0,0,0,0,40,0,1
39,0,280570,13,0,2,0,0,0,3103,0,50,0,1
56,1,144380,10,3,0,1,1,0,0,0,50,0,0
69,2,660461,9,3,3,1,1,1,0,0,20,0,0
49,0,177211,13,0,2,0,0,0,0,0,50,0,1
33,0,197424,9,0,2,0,0,0,5013,0,40,0,0
28,3,31717,9,0,2,0,0,0,0,0,45,0,1
49,0,296849,10,0,2,0,0,0,0,0,40,0,1
51,2,193720,9,3,3,3,0,0,0,0,40,0,0
42,0,106698,10,2,3,3,0,1,0,0,32,0,0
66,0,214469,9,3,3,1,0,1,0,0,13,0,0
44,0,185798,11,3,1,3,0,0,0,0,48,0,1
26,0,333108,9,2,3,1,0,0,0,0,40,0,0
43,0,35210,10,2,3,3,0,1,0,0,40,0,0
28,0,140845,6,1,3,1,0,1,0,155,40,0,0
25,3,335376,13,1,3,2,0,1,0,0,30,0,0
17,0,170455,7,1,3,2,0,1,0,0,8,0,0
52,0,298215,13,0,1,0,0,0,0,0,50,0,1
34,3,93834,9,3,3,2,0,1,0,0,8,0,0
24,0,404416,10,1,3,1,0,0,0,0,40,0,0
41,3,206916,13,3,3,1,0,0,0,0,30,0,0
65,0,143175,10,3,3,3,0,1,0,0,45,0,0
36,1,409189,10,0,1,0,0,0,0,0,40,0,1
19,0,285750,9,1,3,3,0,0,0,0,30,0,0
43,0,235556,10,3,3,1,0,0,0,0,45,1,0
39,2,170382,14,0,0,3,0,1,0,0,50,3,1
48,0,195437,7,0,3,0,0,0,0,0,40,0,1
50,2,191130,11,0,3,0,0,0,0,0,40,0,1
21,0,231160,10,1,3,2,0,0,0,0,25,0,0
36,0,47310,9,1,3,1,1,1,0,0,40,0,0
33,0,214635,9,0,3,0,1,0,0,0,36,3,0
50,3,65160,13,0,2,0,0,0,0,0,40,0,0
49,3,423222,14,0,3,0,0,0,99999,0,80,0,1
34,0,263307,13,1,3,3,1,0,0,0,45,2,0
70,3,272896,16,0,2,0,0,0,0,0,40,0,1
